shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"34_1",45.828570,16.069699,310001,
"34_1",45.828570,16.069752,310002,
"34_1",45.828250,16.072364,310003,
"34_1",45.828210,16.072700,310004,
"34_1",45.828169,16.072995,310005,
"34_1",45.828169,16.072995,320001,
"34_1",45.827937,16.075069,320002,
"34_1",45.827821,16.075812,320003,
"34_1",45.827801,16.075861,320004,
"34_1",45.827735,16.076243,320005,
"34_1",45.827655,16.076674,320006,
"34_1",45.827632,16.076748,320007,
"34_1",45.827356,16.078165,320008,
"34_1",45.827334,16.078321,320009,
"34_1",45.827370,16.078437,320010,
"34_1",45.827433,16.078496,320011,
"34_1",45.827540,16.078516,320012,
"34_1",45.827606,16.078509,320013,
"34_1",45.827651,16.078466,320014,
"34_1",45.827693,16.078399,320015,
"34_1",45.827850,16.077696,320016,
"34_3",45.827850,16.077696,10001,
"34_3",45.827879,16.077438,10002,
"34_3",45.827755,16.077024,10003,
"34_3",45.827708,16.076663,10004,
"34_3",45.827780,16.076428,10005,
"34_3",45.827952,16.075289,10006,
"34_3",45.828086,16.074379,10007,
"34_3",45.828244,16.072922,10008,
"34_3",45.828302,16.072553,10009,
"34_3",45.828402,16.072488,10010,
"34_3",45.828402,16.072488,20001,
"34_3",45.828338,16.072389,20002,
"34_3",45.828334,16.072132,20003,
"34_3",45.828505,16.070817,20004,
"34_3",45.828635,16.069838,20005,
"34_3",45.828802,16.068320,20006,
"34_3",45.828840,16.067956,20007,
"34_3",45.828840,16.067956,30001,
"34_3",45.828821,16.067859,30002,
"34_3",45.828714,16.065322,30003,
"34_3",45.828713,16.064169,30004,
"34_3",45.828815,16.063155,30005,
"34_3",45.828973,16.062211,30006,
"34_3",45.829036,16.062082,30007,
"34_3",45.829036,16.062082,40001,
"34_3",45.829001,16.061966,40002,
"34_3",45.829101,16.061298,40003,
"34_3",45.829310,16.060075,40004,
"34_3",45.829573,16.058610,40005,
"34_3",45.829690,16.057908,40006,
"34_3",45.829693,16.056771,40007,
"34_3",45.829570,16.055424,40008,
"34_3",45.829436,16.054473,40009,
"34_3",45.829436,16.054473,50001,
"34_3",45.829411,16.054372,50002,
"34_3",45.828841,16.052315,50003,
"34_3",45.828777,16.051894,50004,
"34_3",45.828777,16.051894,60001,
"34_3",45.828738,16.051843,60002,
"34_3",45.828325,16.050756,60003,
"34_3",45.827693,16.048775,60004,
"34_3",45.827591,16.048156,60005,
"34_3",45.827591,16.048156,70001,
"34_3",45.827491,16.048128,70002,
"34_3",45.826983,16.046651,70003,
"34_3",45.826083,16.044164,70004,
"34_3",45.825980,16.043692,70005,
"34_3",45.825980,16.043692,80001,
"34_3",45.825869,16.043510,80002,
"34_3",45.825511,16.042401,80003,
"34_3",45.825186,16.041099,80004,
"34_3",45.824876,16.040017,80005,
"34_3",45.824598,16.038892,80006,
"34_3",45.824348,16.037706,80007,
"34_3",45.824324,16.037136,80008,
"34_3",45.824324,16.037136,90001,
"34_3",45.824237,16.036965,90002,
"34_3",45.823824,16.035317,90003,
"34_3",45.823521,16.033860,90004,
"34_3",45.823122,16.032015,90005,
"34_3",45.822837,16.030753,90006,
"34_3",45.822577,16.029497,90007,
"34_3",45.822355,16.028293,90008,
"34_3",45.822355,16.028293,100001,
"34_3",45.822324,16.028193,100002,
"34_3",45.821366,16.023746,100003,
"34_3",45.820975,16.022077,100004,
"34_3",45.820975,16.022077,110001,
"34_3",45.819936,16.017515,110002,
"34_3",45.819160,16.014140,110003,
"34_3",45.818686,16.012275,110004,
"34_3",45.818619,16.012147,110005,
"34_3",45.818619,16.012147,120001,
"34_3",45.818602,16.011941,120002,
"34_3",45.818050,16.009570,120003,
"34_3",45.817611,16.007687,120004,
"34_3",45.817614,16.007569,120005,
"34_3",45.817614,16.007569,130001,
"34_3",45.817556,16.007470,130002,
"34_3",45.817108,16.005559,130003,
"34_3",45.816536,16.002953,130004,
"34_3",45.816524,16.002856,130005,
"34_3",45.816524,16.002856,140001,
"34_3",45.816472,16.002666,140002,
"34_3",45.815351,15.997800,140003,
"34_3",45.815283,15.997632,140004,
"34_3",45.815283,15.997632,150001,
"34_3",45.815110,15.997154,150002,
"34_3",45.814460,15.995196,150003,
"34_3",45.814076,15.993852,150004,
"34_3",45.813970,15.993352,150005,
"34_3",45.813920,15.991330,150006,
"34_3",45.813842,15.991052,150007,
"34_3",45.813842,15.991052,160001,
"34_3",45.813907,15.990911,160002,
"34_3",45.813798,15.987772,160003,
"34_3",45.813781,15.986685,160004,
"34_3",45.813827,15.986537,160005,
"34_3",45.813827,15.986537,170001,
"34_3",45.813768,15.986307,170002,
"34_3",45.813762,15.985273,170003,
"34_3",45.813747,15.984492,170004,
"34_3",45.813763,15.984243,170005,
"34_3",45.813819,15.983980,170006,
"34_3",45.813895,15.983761,170007,
"34_3",45.813946,15.983669,170008,
"34_3",45.813932,15.983490,170009,
"34_3",45.813880,15.983354,170010,
"34_3",45.813800,15.983317,170011,
"34_3",45.812877,15.983382,170012,
"34_3",45.812830,15.983433,170013,
"34_3",45.812830,15.983433,180001,
"34_3",45.812796,15.983398,180002,
"34_3",45.810873,15.983555,180003,
"34_3",45.810380,15.983597,180004,
"34_3",45.809998,15.983594,180005,
"34_3",45.809998,15.983594,190001,
"34_3",45.807065,15.983869,190002,
"34_3",45.806869,15.983878,190003,
"34_3",45.806868,15.983796,190004,
"34_3",45.806868,15.983796,200001,
"34_3",45.806857,15.983874,200002,
"34_3",45.805670,15.984008,200003,
"34_3",45.805582,15.983942,200004,
"34_3",45.805556,15.983894,200005,
"34_3",45.805524,15.983750,200006,
"34_3",45.805234,15.978461,200007,
"34_3",45.805234,15.978461,210001,
"34_3",45.805236,15.978355,210002,
"34_3",45.805235,15.978220,210003,
"34_3",45.805260,15.978134,210004,
"34_3",45.805337,15.978090,210005,
"34_3",45.805424,15.978074,210006,
"34_3",45.808324,15.977934,210007,
"34_3",45.809171,15.977823,210008,
"34_3",45.809171,15.977823,220001,
"34_3",45.811196,15.977494,220002,
"34_3",45.811503,15.977476,220003,
"34_3",45.811672,15.977473,220004,
"34_3",45.811760,15.977498,220005,
"34_3",45.812628,15.977647,220006,
"34_3",45.812731,15.977610,220007,
"34_3",45.812784,15.977599,220008,
"34_3",45.812846,15.977523,220009,
"34_3",45.812871,15.977437,220010,
"34_3",45.812911,15.977248,220011,
"34_3",45.812937,15.977055,220012,
"34_3",45.813001,15.976739,220013,
"34_3",45.813040,15.976456,220014,
"34_3",45.813027,15.976546,220015,
"34_3",45.813013,15.976611,220016,
"34_3",45.813013,15.976611,230001,
"34_3",45.813027,15.976505,230002,
"34_3",45.813042,15.976443,230003,
"34_3",45.813070,15.976051,230004,
"34_3",45.813081,15.974621,230005,
"34_3",45.813174,15.973110,230006,
"34_3",45.813195,15.972112,230007,
"34_3",45.813300,15.970096,230008,
"34_3",45.813303,15.969790,230009,
"34_3",45.813247,15.969678,230010,
"34_3",45.813197,15.969624,230011,
"34_3",45.813078,15.969588,230012,
"34_3",45.812489,15.969484,230013,
"34_3",45.812489,15.969474,240001,
"34_3",45.811841,15.969386,240002,
"34_3",45.809333,15.968867,240003,
"34_3",45.809335,15.968878,250001,
"34_3",45.809120,15.968790,250002,
"34_3",45.806120,15.966744,250003,
"34_3",45.805964,15.966604,250004,
"34_3",45.805964,15.966604,260001,
"34_3",45.805695,15.966445,260002,
"34_3",45.803382,15.964870,260003,
"34_3",45.803326,15.964762,260004,
"34_3",45.803402,15.963513,260005,
"34_3",45.803402,15.963513,270001,
"34_3",45.803449,15.963124,270002,
"34_3",45.803455,15.962900,270003,
"34_3",45.803417,15.962702,270004,
"34_3",45.801957,15.959664,270005,
"34_3",45.801957,15.959664,280001,
"34_3",45.800965,15.957554,280002,
"34_3",45.800843,15.957303,280003,
"34_3",45.800766,15.957066,280004,
"34_3",45.800645,15.956722,280005,
"34_3",45.800343,15.955672,280006,
"34_3",45.800105,15.954624,280007,
"34_3",45.800086,15.954486,280008,
"34_3",45.800106,15.954478,280009,
"34_3",45.800106,15.954478,290001,
"34_3",45.800100,15.954478,290002,
"34_3",45.800056,15.954370,290003,
"34_3",45.799545,15.951131,290004,
"34_3",45.799390,15.950283,290005,
"34_3",45.799208,15.949534,290006,
"34_3",45.798945,15.948626,290007,
"34_3",45.798583,15.947583,290008,
"34_3",45.798426,15.947028,290009,
"34_3",45.798426,15.947028,300001,
"34_3",45.798365,15.946770,300002,
"34_3",45.798156,15.945652,300003,
"34_3",45.797771,15.943426,300004,
"34_3",45.797669,15.942286,300005,
"34_3",45.797722,15.942276,300006,
"34_3",45.797722,15.942276,310001,
"34_3",45.797661,15.942299,310002,
"34_3",45.797435,15.939716,310003,
"34_3",45.797230,15.937636,310004,
"34_3",45.797205,15.937535,310005,
"101_1",45.813811,15.964168,10001,
"101_1",45.813541,15.964196,10002,
"101_1",45.813554,15.963866,10003,
"101_1",45.813577,15.963604,10004,
"101_1",45.813645,15.963491,10005,
"101_1",45.813826,15.963263,10006,
"101_1",45.814303,15.962774,10007,
"101_1",45.815005,15.962205,10008,
"101_1",45.815252,15.962011,10009,
"101_1",45.815650,15.961672,10010,
"101_1",45.815830,15.961403,10011,
"101_1",45.816125,15.961101,10012,
"101_1",45.816460,15.961025,10013,
"101_1",45.816745,15.961029,10014,
"101_1",45.817182,15.961009,10015,
"101_1",45.817182,15.961009,20001,
"101_1",45.817790,15.961121,20002,
"101_1",45.818284,15.961066,20003,
"101_1",45.819044,15.960780,20004,
"101_1",45.819431,15.960518,20005,
"101_1",45.819431,15.960518,30001,
"101_1",45.820193,15.960261,30002,
"101_1",45.820553,15.960192,30003,
"101_1",45.820747,15.960195,30004,
"101_1",45.821444,15.960132,30005,
"101_1",45.821832,15.960045,30006,
"101_1",45.821832,15.960045,40001,
"101_1",45.822294,15.959993,40002,
"101_1",45.822772,15.960240,40003,
"101_1",45.823766,15.960746,40004,
"101_1",45.824616,15.961075,40005,
"101_1",45.824616,15.961075,50001,
"101_1",45.824969,15.961246,50002,
"101_1",45.825512,15.961446,50003,
"101_1",45.826069,15.961409,50004,
"101_1",45.826621,15.961357,50005,
"101_1",45.826996,15.961279,50006,
"101_1",45.827358,15.961332,50007,
"101_1",45.827742,15.961417,50008,
"101_1",45.828045,15.961387,50009,
"101_1",45.828045,15.961387,60001,
"101_1",45.828533,15.961329,60002,
"101_1",45.828946,15.961437,60003,
"101_1",45.829538,15.961570,60004,
"101_1",45.829968,15.961603,60005,
"101_1",45.830288,15.961683,60006,
"101_1",45.830780,15.961881,60007,
"101_1",45.831701,15.962166,60008,
"101_1",45.832004,15.962226,60009,
"101_1",45.832004,15.962226,70001,
"101_1",45.832262,15.962235,70002,
"101_1",45.833932,15.962312,70003,
"101_1",45.834200,15.962349,70004,
"101_1",45.834823,15.962439,70005,
"101_1",45.835144,15.962466,70006,
"101_1",45.835248,15.962510,70007,
"101_1",45.835248,15.962510,80001,
"101_1",45.835580,15.962499,80002,
"101_1",45.836180,15.962436,80003,
"101_1",45.836757,15.962203,80004,
"101_1",45.837543,15.961777,80005,
"101_1",45.837766,15.961669,80006,
"101_1",45.837801,15.961558,80007,
"101_1",45.837801,15.961558,90001,
"101_1",45.838046,15.961429,90002,
"101_1",45.838358,15.960999,90003,
"101_1",45.838428,15.960874,90004,
"101_1",45.838750,15.960419,90005,
"101_1",45.839097,15.960025,90006,
"101_1",45.839266,15.959928,90007,
"101_1",45.839574,15.959817,90008,
"101_1",45.839843,15.959748,90009,
"101_1",45.839884,15.959734,90010,
"101_1",45.840424,15.959343,90011,
"101_1",45.840424,15.959343,100001,
"101_1",45.840734,15.959073,100002,
"101_1",45.841354,15.958719,100003,
"101_1",45.841911,15.958401,100004,
"101_1",45.842119,15.958261,100005,
"101_1",45.842753,15.957712,100006,
"101_1",45.843230,15.957409,100007,
"101_1",45.843496,15.957312,100008,
"101_1",45.843786,15.957238,100009,
"101_1",45.844066,15.957226,100010,
"101_1",45.844458,15.957302,100011,
"101_1",45.844652,15.957399,100012,
"101_1",45.844924,15.957546,100013,
"101_1",45.845176,15.957739,100014,
"101_1",45.845557,15.958133,100015,
"101_2",45.845568,15.958190,10001,
"101_2",45.845526,15.958069,10002,
"101_2",45.845166,15.957670,10003,
"101_2",45.844670,15.957362,10004,
"101_2",45.844312,15.957231,10005,
"101_2",45.843822,15.957208,10006,
"101_2",45.843420,15.957303,10007,
"101_2",45.843007,15.957517,10008,
"101_2",45.842700,15.957722,10009,
"101_2",45.842210,15.958168,10010,
"101_2",45.841886,15.958394,10011,
"101_2",45.841029,15.958864,10012,
"101_2",45.840440,15.959228,10013,
"101_2",45.840440,15.959228,20001,
"101_2",45.840233,15.959461,20002,
"101_2",45.839909,15.959688,20003,
"101_2",45.839491,15.959804,20004,
"101_2",45.839312,15.959873,20005,
"101_2",45.839052,15.960064,20006,
"101_2",45.838743,15.960375,20007,
"101_2",45.838426,15.960886,20008,
"101_2",45.838113,15.961316,20009,
"101_2",45.837781,15.961607,20010,
"101_2",45.837429,15.961757,20011,
"101_2",45.837429,15.961757,30001,
"101_2",45.837134,15.961966,30002,
"101_2",45.836718,15.962205,30003,
"101_2",45.836267,15.962367,30004,
"101_2",45.835877,15.962466,30005,
"101_2",45.835506,15.962478,30006,
"101_2",45.834962,15.962466,30007,
"101_2",45.834962,15.962466,40001,
"101_2",45.834653,15.962402,40002,
"101_2",45.833914,15.962304,40003,
"101_2",45.832868,15.962265,40004,
"101_2",45.832250,15.962272,40005,
"101_2",45.832250,15.962272,50001,
"101_2",45.832095,15.962226,50002,
"101_2",45.831528,15.962100,50003,
"101_2",45.831163,15.962019,50004,
"101_2",45.830330,15.961709,50005,
"101_2",45.830184,15.961639,50006,
"101_2",45.829941,15.961609,50007,
"101_2",45.829567,15.961593,50008,
"101_2",45.829165,15.961500,50009,
"101_2",45.828830,15.961389,50010,
"101_2",45.828212,15.961302,50011,
"101_2",45.828212,15.961302,60001,
"101_2",45.828013,15.961336,60002,
"101_2",45.827708,15.961382,60003,
"101_2",45.827447,15.961344,60004,
"101_2",45.827260,15.961291,60005,
"101_2",45.826947,15.961252,60006,
"101_2",45.826211,15.961371,60007,
"101_2",45.825605,15.961434,60008,
"101_2",45.825360,15.961376,60009,
"101_2",45.825085,15.961254,60010,
"101_2",45.825085,15.961254,70001,
"101_2",45.824568,15.961048,70002,
"101_2",45.824061,15.960818,70003,
"101_2",45.823602,15.960619,70004,
"101_2",45.823200,15.960433,70005,
"101_2",45.822708,15.960141,70006,
"101_2",45.822708,15.960141,80001,
"101_2",45.822366,15.959989,80002,
"101_2",45.822153,15.959978,80003,
"101_2",45.821015,15.960180,80004,
"101_2",45.820978,15.960169,80005,
"101_2",45.820641,15.960164,80006,
"101_2",45.820125,15.960239,80007,
"101_2",45.819636,15.960485,80008,
"101_2",45.819636,15.960485,90001,
"101_2",45.818867,15.960836,90002,
"101_2",45.818319,15.961048,90003,
"101_2",45.816862,15.961023,90004,
"101_2",45.816862,15.961023,100001,
"101_2",45.816399,15.960995,100002,
"101_2",45.816175,15.961062,100003,
"101_2",45.815919,15.961228,100004,
"101_2",45.815731,15.961509,100005,
"101_2",45.815528,15.961755,100006,
"101_2",45.815094,15.962124,100007,
"101_2",45.814702,15.962422,100008,
"101_2",45.814214,15.962802,100009,
"101_2",45.813959,15.963103,100010,
"101_2",45.813728,15.963316,100011,
"101_2",45.813583,15.963567,100012,
"101_2",45.813529,15.963859,100013,
"101_2",45.813533,15.964209,100014,
"101_2",45.813483,15.964382,100015,
"101_2",45.813581,15.964516,100016,
"101_2",45.813701,15.964446,100017,
"101_2",45.814112,15.964244,100018,
"101_2",45.814112,15.964057,100019,
"101_2",45.813943,15.964007,100020,
"102_5",45.813778,15.964361,10001,
"102_5",45.813971,15.964324,10002,
"102_5",45.814538,15.965427,10003,
"102_5",45.815297,15.966411,10004,
"102_5",45.815960,15.967062,10005,
"102_5",45.815960,15.967062,20001,
"102_5",45.816205,15.967349,20002,
"102_5",45.816364,15.967329,20003,
"102_5",45.816436,15.967135,20004,
"102_5",45.816423,15.966903,20005,
"102_5",45.815807,15.966108,20006,
"102_5",45.815479,15.965288,20007,
"102_5",45.815384,15.964994,20008,
"102_5",45.815390,15.964807,20009,
"102_5",45.815494,15.964757,20010,
"102_5",45.815557,15.964816,20011,
"102_5",45.815610,15.964952,20012,
"102_5",45.815636,15.965187,20013,
"102_5",45.815738,15.965431,20014,
"102_5",45.815973,15.965701,20015,
"102_5",45.816141,15.965897,20016,
"102_5",45.816373,15.966046,20017,
"102_5",45.816613,15.966048,20018,
"102_5",45.816990,15.965999,20019,
"102_5",45.817226,15.966122,20020,
"102_5",45.817570,15.966490,20021,
"102_5",45.817703,15.966610,20022,
"102_5",45.817715,15.966667,20023,
"102_5",45.817715,15.966667,30001,
"102_5",45.818887,15.967010,30002,
"102_5",45.819223,15.966975,30003,
"102_5",45.820582,15.967562,30004,
"102_5",45.820864,15.967819,30005,
"102_5",45.821176,15.968286,30006,
"102_5",45.821250,15.968547,30007,
"102_5",45.821238,15.969146,30008,
"102_5",45.821264,15.969194,30009,
"102_5",45.821264,15.969194,40001,
"102_5",45.821237,15.969387,40002,
"102_5",45.821350,15.969700,40003,
"102_5",45.823175,15.969969,40004,
"102_5",45.823717,15.970035,40005,
"102_5",45.824590,15.970343,40006,
"102_5",45.825124,15.970702,40007,
"102_5",45.825291,15.970804,40008,
"102_5",45.825291,15.970804,50001,
"102_5",45.826233,15.971549,50002,
"102_5",45.827355,15.972066,50003,
"102_5",45.827798,15.972197,50004,
"102_5",45.828365,15.972269,50005,
"102_5",45.828770,15.972162,50006,
"102_5",45.829049,15.971975,50007,
"102_5",45.829162,15.971860,50008,
"102_5",45.829355,15.971542,50009,
"102_5",45.829355,15.971542,60001,
"102_5",45.829501,15.971197,60002,
"102_5",45.829655,15.971068,60003,
"102_5",45.829801,15.971045,60004,
"102_5",45.830035,15.971088,60005,
"102_5",45.830447,15.971249,60006,
"102_5",45.830892,15.971364,60007,
"102_5",45.831377,15.971428,60008,
"102_5",45.831377,15.971428,70001,
"102_5",45.831876,15.971426,70002,
"102_5",45.832286,15.971372,70003,
"102_5",45.832643,15.971237,70004,
"102_5",45.835142,15.971274,70005,
"102_5",45.835297,15.971185,70006,
"102_5",45.835297,15.971185,80001,
"102_5",45.835647,15.971235,80002,
"102_5",45.837104,15.970979,80003,
"102_5",45.838087,15.970773,80004,
"102_5",45.838361,15.970667,80005,
"102_5",45.838619,15.970395,80006,
"102_5",45.838890,15.969939,80007,
"102_5",45.839489,15.969456,80008,
"102_5",45.840016,15.969078,80009,
"102_5",45.840101,15.969022,80010,
"102_5",45.840101,15.969022,90001,
"102_5",45.840388,15.968919,90002,
"102_5",45.841018,15.969197,90003,
"102_5",45.841250,15.969252,90004,
"102_5",45.841620,15.969068,90005,
"102_5",45.842555,15.968270,90006,
"102_5",45.843230,15.967518,90007,
"102_5",45.843695,15.966785,90008,
"102_5",45.843855,15.966428,90009,
"102_5",45.843871,15.966125,90010,
"102_5",45.843871,15.966125,100001,
"102_5",45.843938,15.965878,100002,
"102_5",45.843973,15.965432,100003,
"102_5",45.844063,15.964414,100004,
"102_5",45.843999,15.964127,100005,
"102_5",45.843864,15.963929,100006,
"102_5",45.843670,15.963832,100007,
"102_5",45.843076,15.963952,100008,
"102_5",45.842819,15.963930,100009,
"102_5",45.842689,15.963838,100010,
"102_5",45.842622,15.963711,100011,
"102_5",45.842608,15.963532,100012,
"102_5",45.842707,15.963239,100013,
"102_5",45.843087,15.962562,100014,
"102_5",45.843087,15.962562,110001,
"102_5",45.843316,15.962267,110002,
"102_5",45.843652,15.961763,110003,
"102_5",45.843848,15.961326,110004,
"102_5",45.844019,15.960895,110005,
"102_5",45.844311,15.960189,110006,
"102_5",45.844846,15.959236,110007,
"102_5",45.845406,15.958328,110008,
"102_5",45.845512,15.958266,110009,
"102_5",45.845557,15.958133,110010,
"102_5",45.845557,15.958133,120001,
"102_5",45.845669,15.957977,120002,
"102_5",45.845943,15.957403,120003,
"102_5",45.846187,15.956724,120004,
"102_5",45.846393,15.956169,120005,
"102_5",45.846557,15.955734,120006,
"102_5",45.846919,15.955184,120007,
"102_5",45.846919,15.955184,130001,
"102_5",45.847228,15.954779,130002,
"102_5",45.847585,15.954404,130003,
"102_5",45.848187,15.953950,130004,
"102_5",45.848629,15.953665,130005,
"102_5",45.848989,15.953502,130006,
"102_5",45.848989,15.953502,140001,
"102_5",45.849428,15.953377,140002,
"102_5",45.849814,15.953396,140003,
"102_5",45.850138,15.953170,140004,
"102_5",45.850383,15.952854,140005,
"102_5",45.850540,15.952418,140006,
"102_5",45.850745,15.951782,140007,
"102_5",45.851005,15.951269,140008,
"102_5",45.851393,15.950714,140009,
"102_5",45.851751,15.950376,140010,
"102_5",45.851970,15.950199,140011,
"102_5",45.851970,15.950199,150001,
"102_5",45.852412,15.950196,150002,
"102_5",45.852634,15.950235,150003,
"102_5",45.852737,15.950332,150004,
"102_5",45.852839,15.950254,150005,
"102_5",45.853095,15.950235,150006,
"102_5",45.853355,15.950325,150007,
"102_5",45.853604,15.950680,150008,
"102_5",45.853886,15.951459,150009,
"102_5",45.854041,15.952067,150010,
"102_5",45.854089,15.952240,150011,
"102_5",45.854122,15.952467,150012,
"102_5",45.854211,15.953001,150013,
"102_5",45.854417,15.953477,150014,
"102_5",45.854790,15.954067,150015,
"102_5",45.854918,15.954453,150016,
"102_5",45.855004,15.954812,150017,
"102_5",45.855004,15.954812,160001,
"102_5",45.855032,15.955691,160002,
"102_5",45.854931,15.956184,160003,
"102_5",45.854660,15.956547,160004,
"102_5",45.854045,15.957104,160005,
"102_5",45.853665,15.957594,160006,
"102_5",45.853241,15.957938,160007,
"102_5",45.851749,15.958918,160008,
"102_5",45.851501,15.959112,160009,
"102_5",45.851501,15.959112,170001,
"102_5",45.851222,15.959300,170002,
"102_5",45.850574,15.959858,170003,
"102_5",45.850014,15.960433,170004,
"102_5",45.849675,15.960815,170005,
"102_5",45.849193,15.961623,170006,
"102_5",45.848861,15.961821,170007,
"102_5",45.848721,15.961941,170008,
"102_5",45.848552,15.962132,170009,
"102_5",45.848060,15.962871,170010,
"102_5",45.847593,15.963898,170011,
"102_5",45.847195,15.964572,170012,
"102_5",45.847025,15.965138,170013,
"102_5",45.846986,15.965608,170014,
"102_5",45.846986,15.965608,180001,
"102_5",45.847026,15.965835,180002,
"102_5",45.847000,15.966443,180003,
"102_5",45.846691,15.967504,180004,
"102_5",45.846367,15.968533,180005,
"102_5",45.846031,15.969452,180006,
"102_5",45.845475,15.970186,180007,
"102_5",45.844429,15.971458,180008,
"102_5",45.844429,15.971458,190001,
"102_5",45.843796,15.972236,190002,
"102_5",45.842888,15.973442,190003,
"102_5",45.842276,15.973880,190004,
"102_5",45.841665,15.974262,190005,
"102_5",45.841114,15.974770,190006,
"102_5",45.841134,15.975002,190007,
"102_5",45.841357,15.975269,190008,
"102_5",45.841423,15.975303,190009,
"102_5",45.841747,15.975545,190010,
"102_5",45.841966,15.975743,190011,
"102_5",45.842074,15.975385,190012,
"102_5",45.842133,15.975190,190013,
"102_5",45.842117,15.975024,190014,
"102_5",45.841962,15.974884,190015,
"102_6",45.841487,15.975080,10001,
"102_6",45.841497,15.975096,10002,
"102_6",45.841492,15.975133,10003,
"102_6",45.841397,15.975121,10004,
"102_6",45.841351,15.975119,10005,
"102_6",45.841241,15.975075,10006,
"102_6",45.841290,15.974861,10007,
"102_6",45.841553,15.974417,10008,
"102_6",45.842582,15.973687,10009,
"102_6",45.842794,15.973564,10010,
"102_6",45.844647,15.971200,10011,
"102_6",45.844647,15.971200,20001,
"102_6",45.845060,15.970746,20002,
"102_6",45.845981,15.969585,20003,
"102_6",45.846263,15.968904,20004,
"102_6",45.846754,15.967375,20005,
"102_6",45.847019,15.966446,20006,
"102_6",45.847065,15.965739,20007,
"102_6",45.847065,15.965739,30001,
"102_6",45.847037,15.965569,30002,
"102_6",45.847049,15.965157,30003,
"102_6",45.847082,15.964968,30004,
"102_6",45.847170,15.964659,30005,
"102_6",45.847297,15.964441,30006,
"102_6",45.847490,15.964082,30007,
"102_6",45.847656,15.963822,30008,
"102_6",45.847708,15.963677,30009,
"102_6",45.848148,15.962749,30010,
"102_6",45.848359,15.962450,30011,
"102_6",45.848587,15.962114,30012,
"102_6",45.848783,15.961918,30013,
"102_6",45.848933,15.961814,30014,
"102_6",45.849210,15.961642,30015,
"102_6",45.849374,15.961395,30016,
"102_6",45.849622,15.960919,30017,
"102_6",45.849801,15.960704,30018,
"102_6",45.850100,15.960376,30019,
"102_6",45.850255,15.960288,30020,
"102_6",45.850255,15.960288,40001,
"102_6",45.850641,15.959839,40002,
"102_6",45.850899,15.959620,40003,
"102_6",45.851369,15.959224,40004,
"102_6",45.852588,15.958388,40005,
"102_6",45.852588,15.958388,50001,
"102_6",45.853573,15.957740,50002,
"102_6",45.854094,15.957077,50003,
"102_6",45.854633,15.956605,50004,
"102_6",45.854848,15.956359,50005,
"102_6",45.854994,15.955962,50006,
"102_6",45.855036,15.955801,50007,
"102_6",45.855056,15.955470,50008,
"102_6",45.855026,15.954888,50009,
"102_6",45.855026,15.954888,60001,
"102_6",45.854825,15.954090,60002,
"102_6",45.854289,15.953278,60003,
"102_6",45.854108,15.952382,60004,
"102_6",45.853900,15.951356,60005,
"102_6",45.853496,15.950380,60006,
"102_6",45.853107,15.950144,60007,
"102_6",45.852954,15.950127,60008,
"102_6",45.852762,15.949964,60009,
"102_6",45.852616,15.950081,60010,
"102_6",45.852440,15.949950,60011,
"102_6",45.852440,15.949950,70001,
"102_6",45.852512,15.950130,70002,
"102_6",45.852165,15.950203,70003,
"102_6",45.851855,15.950286,70004,
"102_6",45.851555,15.950479,70005,
"102_6",45.851150,15.951018,70006,
"102_6",45.850809,15.951559,70007,
"102_6",45.850563,15.952210,70008,
"102_6",45.850435,15.952709,70009,
"102_6",45.850215,15.953032,70010,
"102_6",45.849960,15.953280,70011,
"102_6",45.849762,15.953354,70012,
"102_6",45.849469,15.953363,70013,
"102_6",45.849240,15.953377,70014,
"102_6",45.848713,15.953568,70015,
"102_6",45.848713,15.953568,80001,
"102_6",45.848381,15.953766,80002,
"102_6",45.847956,15.954070,80003,
"102_6",45.847615,15.954330,80004,
"102_6",45.847271,15.954659,80005,
"102_6",45.846688,15.955491,80006,
"102_6",45.846688,15.955491,90001,
"102_6",45.846487,15.955822,90002,
"102_6",45.845952,15.957337,90003,
"102_6",45.845719,15.957804,90004,
"102_6",45.845719,15.957804,100001,
"102_6",45.845553,15.958064,100002,
"102_6",45.845435,15.958029,100003,
"102_6",45.845375,15.958227,100004,
"102_6",45.845294,15.958483,100005,
"102_6",45.844789,15.959312,100006,
"102_6",45.844388,15.959958,100007,
"102_6",45.844145,15.960449,100008,
"102_6",45.843896,15.961125,100009,
"102_6",45.843763,15.961476,100010,
"102_6",45.843525,15.961927,100011,
"102_6",45.842936,15.962760,100012,
"102_6",45.842936,15.962760,110001,
"102_6",45.842777,15.963020,110002,
"102_6",45.842666,15.963257,110003,
"102_6",45.842582,15.963485,110004,
"102_6",45.842582,15.963672,110005,
"102_6",45.842636,15.963849,110006,
"102_6",45.842751,15.963950,110007,
"102_6",45.843058,15.963985,110008,
"102_6",45.843314,15.963966,110009,
"102_6",45.843514,15.963879,110010,
"102_6",45.843733,15.963890,110011,
"102_6",45.843877,15.963973,110012,
"102_6",45.844032,15.964260,110013,
"102_6",45.844028,15.964712,110014,
"102_6",45.843875,15.966141,110015,
"102_6",45.843875,15.966141,120001,
"102_6",45.843808,15.966482,120002,
"102_6",45.843677,15.966818,120003,
"102_6",45.843239,15.967453,120004,
"102_6",45.842637,15.968148,120005,
